Community_Name,COMM_CODE,Year,Avg_Resident_Count,Total_Crime_Count,Sectors,Distinct_Longitudes,Distinct_Latitudes,crime_rate,ln_crime_rate,Break_Enter_Commercial_num,Break_Enter_Dwelling_num,Break_Enter_Other_num,Assault_Nondomestic_num,Commercial_Robbery_num,Street_Robbery_num,Theft_FROM_Vehicle_num,Theft_OF_Vehicle_num,Violence_Other_Non_domestic_num,SHORTEST_DISTANCE_TO_LRT_METERS,SHORTEST_DISTANCE_TO_POLICE_METERS,age_0_4,age_15_19,age_20_24,age_25_34,age_35_44,age_45_54,age_5_14,age_55_64,age_65_74,age_75_plus,age_0_4_percentage_num,age_15_19_percentage_num,age_20_24_percentage_num,age_25_34_percentage_num,age_35_44_percentage_num,age_45_54_percentage_num,age_5_14_percentage_num,age_55_64_percentage_num,age_65_74_percentage_num,age_75_plus_percentage_num,total_people,total_males,total_females,total_other,male_percentage_num,female_percentage_num,other_percentage_num,Residential_Improvement_Project,Demolition,Single_Construction_Permit,Commercial_Multi_Family_Project,Environmental_Restoration_Permit,TotalPermits,calgary_cer_unemployment_rate_num,alberta_unemployment_rate_num,canada_unemployment_rate_num,calgary_cer_total_employment_000_persons_num,calgary_cer_total_employment_month_over_month_change_000_persons,calgary_cer_total_employment_year_over_year_change_000_persons,calgary_cma_average_hourly_wage_rate_num,city_of_calgary_building_permits_residential_value_num,city_of_calgary_building_permits_non_residential_value_num,calgary_city_total_housing_starts_units_num,calgary_cer_retail_sales_billions_num,calgary_cma_total_housing_starts_units,calgary_cma_inflation_rate_change,CLASS_CODE,COMM_NAME,median
SUNDANCE,SDC,2019,9736,93,SOUTH,-114.042067143859,50.9016456499419,955.217748562038,6.86193932345612,.0435,.1522,0,.1522,0,.0217,.2391,.1522,.2174,1910.38317871093,1343.38427734375,396,721,651,847,1191,1376,1272,1960,953,352,4.07,7.42,6.7,8.71,12.25,14.16,13.09,20.17,9.81,3.62,9719,4834,4885,0,49.74,50.26,0,41,0,0,13,0,54,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,SUNDANCE,467000
SETON,SET,2019,1134,93,SOUTHEAST,-113.947899928542,50.8741233810031,8201.0582010582,9.01201847383579,.2045,0,0,.25,0,.0227,.1591,.1818,.1818,8981.9150390625,8671.40234375,57,36,72,218,127,62,56,159,156,185,5.05,3.19,6.38,19.33,11.26,5.5,4.96,14.1,13.83,16.4,1128,480,648,0,42.55,57.45,0,113,0,168,33,0,314,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,SETON,244500
SAGE HILL,SGH,2019,7924,118,NORTH,-114.14068609335,51.17561697278,1489.14689550732,7.30595868161745,.1961,.1373,0,.0784,.0392,.0392,.2157,.1765,.098,7488.67578125,9857.8330078125,833,312,325,1816,1650,807,1131,523,346,168,10.53,3.94,4.11,22.96,20.86,10.2,14.3,6.61,4.37,2.12,7911,3802,4092,17,48.06,51.73,.21,112,1,88,50,0,251,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,"""SAGE HILL""",304500
SHAGANAPPI,SHG,2019,1626,71,CENTRE,-114.12665233528,51.0452113634626,4366.54366543665,8.38172705190379,.2222,.0222,0,.1111,0,.0222,.2,.1556,.0667,410.042419433593,1902.75610351562,84,56,135,450,288,185,132,165,78,44,5.19,3.46,8.35,27.83,17.81,11.44,8.16,10.2,4.82,2.72,1617,817,800,0,50.53,49.47,0,14,11,7,6,0,38,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,SHAGANAPPI,573500
SHEPARD INDUSTRIAL,SHI,2019,255,98,SOUTHEAST,-113.992786356096,50.9614944551273,38431.3725490196,10.5566293984824,.2727,0,0,.1136,.0227,.0227,.2273,.2273,.1136,5780.375,6851.8818359375,0,0,7,21,26,34,8,80,31,22,0,0,3.06,9.17,11.35,14.85,3.49,34.93,13.54,9.61,229,126,103,0,55.02,44.98,0,0,0,0,21,0,21,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,2,"""SHEPARD INDUSTRIAL""",682500
SHAWNESSY,SHN,2019,9368,231,SOUTH,-114.073925520015,50.9033706558636,2465.84116140051,7.81028827021447,.1304,.1159,0,.1449,.029,.0725,.1739,.1739,.1159,588.869445800781,1086.44860839843,503,568,644,1086,1567,1333,999,1445,772,437,5.38,6.07,6.88,11.61,16.75,14.25,10.68,15.45,8.25,4.67,9354,4686,4648,20,50.1,49.69,.21,45,0,0,17,0,62,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,SHAWNESSY,390500
SHAWNEE SLOPES,SHS,2019,1911,43,SOUTH,-114.085803037738,50.9261888983469,2250.13082155939,7.71874363642352,.1,.1667,0,.0333,0,.0333,.3667,.2333,.0667,955.431823730468,2843.97729492187,74,72,84,175,207,207,154,313,334,286,3.88,3.78,4.41,9.18,10.86,10.86,8.08,16.42,17.52,15.01,1906,884,1022,0,46.38,53.62,0,5,0,11,0,0,16,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,"""SHAWNEE SLOPES""",427000
SHERWOOD,SHW,2019,6246,102,NORTH,-114.152000146793,51.1599909191448,1633.04514889529,7.39820174041148,.1628,.1395,0,.0698,.0233,0,.2791,.2326,.093,5618.982421875,8633.541015625,413,445,445,1037,1149,911,931,536,257,109,6.63,7.14,7.14,16.64,18.43,14.62,14.94,8.6,4.12,1.75,6233,3086,3147,0,49.51,50.49,0,58,0,15,8,0,81,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,SHERWOOD,545000
SIGNAL HILL,SIG,2019,13395,261,WEST,-114.179907029158,51.0229044245135,1948.4882418813,7.57480909031421,.1408,.1549,0,.1408,.0563,.0986,.169,.1268,.0986,1727.73681640625,2607.82373046875,477,873,832,974,1453,1995,1453,2338,1680,1300,3.57,6.53,6.22,7.28,10.86,14.92,10.86,17.48,12.56,9.72,13375,6337,7009,29,47.38,52.4,.22,45,0,0,19,0,64,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,"""SIGNAL HILL""",535500
SILVER SPRINGS,SIL,2019,8679,114,NORTHWEST,-114.196281813618,51.1042745430588,1313.51538195645,7.18046231972048,.093,.0465,0,.1163,.0233,.0233,.2558,.2093,.093,1817.52380371093,7209.048828125,482,448,456,863,1185,1118,1033,1392,1135,552,5.56,5.17,5.26,9.96,13.68,12.9,11.92,16.07,13.1,6.37,8664,4280,4378,6,49.4,50.53,.07,56,2,2,14,0,74,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,"""SILVER SPRINGS""",487500
SKYVIEW RANCH,SKR,2019,11707,204,NORTHEAST,-113.958374560746,51.156126734979,1742.5471939865,7.46310322633477,.1714,.1,0,.1429,.0143,.0429,.1714,.1714,.1,3456.3369140625,3651.62329101562,1021,474,622,2812,2451,1053,1620,870,508,265,8.73,4.05,5.32,24.04,20.96,9,13.85,7.44,4.34,2.27,11696,5731,5737,228,49,49.05,1.95,57,0,0,33,0,90,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,"""SKYVIEW RANCH""",215750
SUNALTA,SNA,2019,3239,265,CENTRE,-114.101485943252,51.0429598923458,8181.53751157765,9.00963537178512,.1905,.0952,0,.1746,.0317,.0159,.1905,.1746,.0794,263.603302001953,3534.115234375,93,41,127,1066,1058,456,126,169,73,22,2.88,1.27,3.93,32.99,32.75,14.11,3.9,5.23,2.26,.68,3231,1692,1532,7,52.37,47.42,.22,5,2,2,19,0,28,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,SUNALTA,221500
SOUTH CALGARY,SOC,2019,4442,211,CENTRE,-114.10207470149,51.0268021513644,4750.11256190905,8.46592359399192,.1692,.1077,0,.1077,.0308,.0154,.1846,.1692,.0615,2013.03515625,3673.00170898437,326,121,272,1216,952,533,340,406,193,76,7.35,2.73,6.13,27.42,21.47,12.02,7.67,9.15,4.35,1.71,4435,2204,2231,0,49.7,50.3,0,24,13,9,30,0,76,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,"""SOUTH CALGARY""",381500
SOMERSET,SOM,2019,8543,117,SOUTH,-114.081380840693,50.8989114222754,1369.5423153459,7.22223188661637,.1455,.1636,0,.0909,.0182,.0364,.2182,.1818,.0909,868.082336425781,1771.95581054687,479,603,508,907,1562,1410,1051,1027,580,395,5.62,7.08,5.96,10.64,18.33,16.55,12.33,12.05,6.81,4.64,8522,4214,4299,9,49.45,50.45,.11,30,0,0,0,0,30,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,SOMERSET,389500
SOUTHVIEW,SOV,2019,1805,134,EAST,-113.997339162989,51.0341522126039,7423.82271468144,8.91244939415416,.1071,.0357,0,.1786,.0536,.0714,.1964,.125,.0893,1402.61901855468,2894.74438476562,87,71,86,224,270,273,139,289,203,158,4.83,3.94,4.78,12.44,15,15.17,7.72,16.06,11.28,8.78,1800,969,831,0,53.83,46.17,0,16,1,0,4,0,21,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,SOUTHVIEW,352250
SOUTHWOOD,SOW,2019,6246,248,SOUTH,-114.083194279812,50.9577588077113,3970.54114633365,8.28665767329219,.1081,.0541,0,.1351,.0405,.0676,.1622,.1622,.1351,718.708251953125,4504.69677734375,351,350,425,1005,979,894,643,791,410,379,5.64,5.62,6.83,16.14,15.72,14.36,10.33,12.7,6.58,6.09,6227,3114,3113,0,50.01,49.99,0,51,1,1,29,0,82,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,SOUTHWOOD,408000
SPRINGBANK HILL,SPH,2019,9943,116,WEST,-114.208425048486,51.0266194858857,1166.6499044554,7.06189159109652,.1875,.1667,0,.125,0,0,.2292,.1458,.1042,1889.05444335937,4179.94775390625,542,793,529,854,1500,1961,1695,1149,611,288,5.46,7.99,5.33,8.61,15.12,19.76,17.08,11.58,6.16,2.9,9922,4937,4985,0,49.76,50.24,0,33,6,9,6,0,54,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,"""SPRINGBANK HILL""",607000
SPRUCE CLIFF,SPR,2019,4673,118,WEST,-114.136277839119,51.0486597076507,2525.14444682217,7.83405354673547,.1774,.129,0,.0968,.0323,.0323,.1774,.1452,.129,903.94775390625,1543.84350585937,329,166,254,883,737,559,434,574,418,313,7.05,3.56,5.44,18.92,15.79,11.98,9.3,12.3,8.96,6.71,4667,2187,2480,0,46.86,53.14,0,20,7,15,5,0,47,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,"""SPRUCE CLIFF""",221500
SADDLE RIDGE INDUSTRIAL,SRI,2019,25,51,NORTHEAST,-113.975729682361,51.1251895061471,204000,12.2258752728264,.2333,0,0,.1,0,0,.2667,.3,.0667,995.532592773437,2180.80834960937,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , ,0,0,0,0, , , ,0,0,0,9,0,9,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,2,"""SADDLE RIDGE INDUSTRIAL""",2140000
SUNNYSIDE,SSD,2019,4230,252,CENTRE,-114.079029109306,51.0564195327502,5957.44680851064,8.69239728044133,.137,.1096,0,.1233,.0137,.0685,.1644,.1507,.0959,375.820220947265,4017.59057617187,139,85,388,1458,812,409,223,389,233,83,3.29,2.01,9.2,34.56,19.25,9.69,5.29,9.22,5.52,1.97,4219,2057,2140,22,48.76,50.72,.52,13,3,2,17,0,35,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,SUNNYSIDE,298000
SCARBORO/ SUNALTA WEST,SSW,2019,401,19,CENTRE,-114.114882004436,51.0422003164013,4738.15461346633,8.4634030168301,.0667,.2,0,0,0,0,.3333,.2,.2,710.170227050781,2595.236328125,20,18,7,30,62,77,60,56,34,29,5.09,4.58,1.78,7.63,15.78,19.59,15.27,14.25,8.65,7.38,393,204,189,0,51.91,48.09,0,3,4,2,0,0,9,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,"""SCARBORO/SUNALTA WEST""",883000
ST. ANDREWS HEIGHTS,STA,2019,1795,87,CENTRE,-114.127437300409,51.0639105594023,4846.79665738162,8.48607328270243,.1,.08,0,.24,0,0,.2,.14,.16,1140.51916503906,3323.75415039062,68,73,136,227,216,166,125,196,280,306,3.79,4.07,7.59,12.66,12.05,9.26,6.97,10.93,15.62,17.07,1793,860,933,0,47.96,52.04,0,8,7,7,10,0,32,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,"""ST. ANDREWS HEIGHTS""",784000
STRATHCONA PARK,STR,2019,6855,94,WEST,-114.177586761573,51.0474101374646,1371.26185266229,7.22348665524382,.027,.2162,0,.0811,0,.027,.2973,.1892,.0811,1166.03186035156,2098.6787109375,375,446,395,604,910,980,990,1119,690,333,5.48,6.52,5.77,8.83,13.3,14.32,14.47,16.35,10.08,4.87,6842,3351,3491,0,48.98,51.02,0,34,1,0,3,0,38,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,"""STRATHCONA PARK""",612000
SUNRIDGE,SUN,2019,11,355,NORTHEAST,-113.991700569993,51.0742215995189,3227272.72727273,14.9871479816473,.1714,0,0,.1714,.0857,.0857,.1714,.1714,.1286,720.030944824218,1329.54431152343,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , ,0,0,0,0, , , ,0,0,0,66,0,66,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,2,SUNRIDGE,1870000
SILVERADO,SVO,2019,7655,76,SOUTH,-114.071297788625,50.8829887999225,992.815153494448,6.90054449716478,.1842,.1842,0,.0789,.0526,0,.2368,.1316,.0789,1797.29907226562,2773.33740234375,673,404,374,1245,1545,1108,1250,680,265,100,8.8,5.29,4.89,16.29,20.21,14.5,16.35,8.9,3.47,1.31,7644,3792,3811,41,49.61,49.86,.54,53,2,1,13,0,69,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,SILVERADO,416000
TARADALE,TAR,2019,19026,255,NORTHEAST,-113.934002077973,51.1179401630431,1340.27120782088,7.20062726636225,.0857,.1143,0,.1286,.0143,.0857,.1714,.1714,.1286,1312.21520996093,1031.00512695312,1329,1272,1395,3117,3530,2278,3298,1629,871,295,6.99,6.69,7.34,16.39,18.57,11.98,17.35,8.57,4.58,1.55,19014,9914,9088,12,52.14,47.8,.06,97,0,8,6,0,111,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,TARADALE,363500
TEMPLE,TEM,2019,10977,358,NORTHEAST,-113.946767736659,51.0887945850602,3261.36467158604,8.08990099768361,.08,.08,0,.1467,.0267,.08,.16,.16,.1067,2463.01391601562,2205.10546875,673,686,702,1616,1727,1303,1580,1414,941,312,6.14,6.26,6.41,14.75,15.77,11.9,14.42,12.91,8.59,2.85,10954,5597,5357,0,51.1,48.9,0,45,0,0,4,0,49,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,TEMPLE,336500
THORNCLIFFE,THO,2019,8788,262,NORTH,-114.068780432926,51.1031030297601,2981.33818843878,8.00012753522682,.0886,.1139,0,.1392,.0886,.0253,.1519,.1519,.1266,4570.599609375,2225.55249023437,527,391,401,1339,1425,1142,1010,1230,737,571,6.01,4.46,4.57,15.26,16.24,13.02,11.51,14.02,8.4,6.51,8773,4436,4326,11,50.56,49.31,.13,72,3,4,8,0,87,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,THORNCLIFFE,413000
TUSCANY,TUS,2019,19884,115,NORTHWEST,-114.240886205354,51.1219110876225,578.354455843895,6.36018692611892,.0426,.1915,0,.1064,0,0,.2553,.1702,.1702,1443.75952148437,10721.56640625,1257,1534,836,2099,3611,3555,3855,1634,926,550,6.33,7.73,4.21,10.57,18.19,17.9,19.41,8.23,4.66,2.77,19857,9775,10061,21,49.23,50.67,.11,120,0,1,9,0,130,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,TUSCANY,488500
TUXEDO PARK,TUX,2019,5326,334,CENTRE,-114.061044932156,51.0742177715812,6271.12279384153,8.74371069157305,.15,.1375,0,.1375,.0375,0,.15,.125,.1125,2448.26196289062,3067.82153320312,378,152,284,1211,1093,674,404,584,305,230,7.11,2.86,5.34,22.78,20.56,12.68,7.6,10.99,5.74,4.33,5315,2667,2641,7,50.18,49.69,.13,52,16,21,14,0,103,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,"""TUXEDO PARK""",481000
UPPER MOUNT ROYAL,UMR,2019,2478,101,CENTRE,-114.085025686834,51.0299736762878,4075.86763518967,8.3128389196224,.12,.16,0,.1,0,0,.24,.08,.12,1841.36535644531,3232.91430664062,114,119,154,299,352,341,268,407,275,140,4.62,4.82,6.24,12.11,14.26,13.81,10.85,16.48,11.14,5.67,2469,1267,1202,0,51.32,48.68,0,15,10,7,3,0,35,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,"""UPPER MOUNT ROYAL""",1540000
UNIVERSITY DISTRICT,UND,2019,705,17,NORTHWEST,-114.144964780869,51.0738541176,2411.3475177305,7.78794100621418,.2857,0,0,.0714,0,0,.2143,0,.4286,1684.16235351562,4000.28051757812,95,15,10,143,187,35,188,22,0,0,13.67,2.16,1.44,20.58,26.91,5.04,27.05,3.17,0,0,695,359,336,0,51.65,48.35,0,0,0,0,15,0,15,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,"""UNIVERSITY DISTRICT""",2640000
UNIVERSITY HEIGHTS,UNI,2019,2921,101,NORTHWEST,-114.133086570312,51.0704041801113,3457.71995891818,8.14836467942375,.225,.125,0,.075,0,0,.275,.225,0,1227.02856445312,3563.72534179687,137,110,547,691,350,248,248,245,191,148,4.7,3.77,18.77,23.7,12.01,8.51,8.51,8.4,6.55,5.08,2915,1488,1427,0,51.05,48.95,0,13,1,0,35,0,49,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,"""UNIVERSITY HEIGHTS""",805000
UNIVERSITY OF CALGARY,UOC,2019,2367,26,NORTHWEST,-114.129933783923,51.0750207864539,1098.43683988171,7.00164339347773,.1579,0,0,.2105,0,.0526,.4211,.1053,.0526,740.806701660156,3067.443359375,0,0,1343,742,278,0,0,0,0,0,0,0,56.83,31.4,11.76,0,0,0,0,0,2363,1131,1232,0,47.86,52.14,0,0,0,0,14,0,14,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,"""UNIVERSITY OF CALGARY""",1600000
VALLEY RIDGE,VAL,2019,5585,53,WEST,-114.251297381465,51.0953885870356,948.970456580125,6.85537766701905,.1379,.2414,0,.0345,0,0,.3448,.2069,.0345,4330.8203125,9438.5458984375,312,332,263,419,830,868,707,892,617,341,5.59,5.95,4.71,7.51,14.87,15.55,12.67,15.98,11.06,6.11,5581,2756,2825,0,49.38,50.62,0,34,0,1,5,0,40,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,"""VALLEY RIDGE""",534000
VARSITY,VAR,2019,12874,304,NORTHWEST,-114.162506759501,51.0960537701735,2361.34845424887,7.76698811376389,.141,.1026,0,.1282,.0641,.0385,.1538,.1538,.1154,815.095458984375,4741.0087890625,485,585,1214,1871,1527,1362,1218,1562,1385,1637,3.78,4.55,9.45,14.56,11.89,10.6,9.48,12.16,10.78,12.74,12846,6289,6557,0,48.96,51.04,0,86,4,4,47,0,141,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,VARSITY,454750
VISTA HEIGHTS,VIS,2019,2370,93,NORTHEAST,-114.01770522719,51.0719331839134,3924.05063291139,8.27487972399431,.0909,.1136,0,.1591,0,.0227,.2727,.1818,.0455,2551.396484375,2342.01440429687,209,121,114,329,382,277,447,273,137,79,8.83,5.11,4.81,13.89,16.13,11.7,18.88,11.53,5.79,3.34,2368,1185,1183,0,50.04,49.96,0,3,0,0,6,0,9,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,"""VISTA HEIGHTS""",355500
WALDEN,WAL,2019,6228,73,SOUTH,-114.03261949596,50.8704062917915,1172.12588310854,7.06657437316473,.1333,.1778,0,.0889,.0667,.0444,.2,.1556,.0889,4085.29125976562,4459.658203125,555,284,247,1347,1222,724,876,388,259,312,8.93,4.57,3.97,21.68,19.67,11.65,14.1,6.24,4.17,5.02,6214,2986,3208,20,48.05,51.63,.32,139,0,141,20,0,300,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,WALDEN,376500
WOODBINE,WBN,2019,8866,128,SOUTH,-114.129628172755,50.9402332619864,1443.71757274983,7.27497671358485,.0755,.1509,0,.1509,.0566,0,.2264,.1509,.0566,4120.51416015625,6244.87890625,436,439,466,969,1133,1214,1058,1593,1141,403,4.93,4.96,5.26,10.95,12.8,13.71,11.95,18,12.89,4.55,8852,4471,4373,8,50.51,49.4,.09,28,0,1,2,0,31,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,WOODBINE,445000
WESTGATE,WGT,2019,3202,48,WEST,-114.158593902573,51.0441778461196,1499.06308557152,7.31259558232146,.087,.087,0,.1304,0,0,.3478,.1304,0,757.202331542968,840.741882324218,200,146,156,472,520,378,354,472,303,194,6.26,4.57,4.88,14.77,16.28,11.83,11.08,14.77,9.48,6.07,3195,1547,1648,0,48.42,51.58,0,27,0,0,1,0,28,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,WESTGATE,525500
WHITEHORN,WHI,2019,12019,319,NORTHEAST,-113.970068196418,51.0887798714745,2654.13095931442,7.88387255780228,.0519,.1299,0,.1429,.013,.1039,.1558,.1429,.1169,873.487243652343,1257.78454589843,656,795,797,1765,1924,1459,1634,1343,1053,559,5.47,6.63,6.65,14.73,16.05,12.17,13.63,11.21,8.79,4.66,11985,6216,5769,0,51.86,48.14,0,50,1,2,2,1,56,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,WHITEHORN,341000
WEST HILLHURST,WHL,2019,6447,202,CENTRE,-114.115158509093,51.0550795136353,3133.24026679075,8.04982297706081,.1429,.0794,0,.127,0,.0159,.1905,.1746,.0794,1371.12487792968,3160.48852539062,430,252,339,1028,1157,941,782,764,493,241,6.69,3.92,5.27,16,18,14.64,12.17,11.89,7.67,3.75,6427,3188,3233,6,49.6,50.3,.09,45,23,25,20,0,113,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,"""WEST HILLHURST""",702500
WILLOW PARK,WIL,2019,5328,266,SOUTH,-114.056195504522,50.9566237961728,4992.49249249249,8.5156905615317,.1169,.1299,0,.1558,.0519,.039,.1558,.1558,.0909,1308.58020019531,4695.03125,262,247,255,601,678,791,548,779,600,553,4.93,4.65,4.8,11.31,12.76,14.89,10.31,14.66,11.29,10.41,5314,2660,2636,18,50.06,49.6,.34,51,2,3,34,0,90,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,"""WILLOW PARK""",503000
WINSTON HEIGHTS/MOUNTVIEW,WIN,2019,3635,206,CENTRE,-114.041848749506,51.0752988021751,5667.12517193948,8.64243724379219,.1216,.1351,0,.1622,.0405,.0135,.1622,.1486,.0541,2921.00415039062,4040.59985351562,243,116,130,659,717,491,326,446,232,239,6.75,3.22,3.61,18.31,19.92,13.64,9.06,12.39,6.45,6.64,3599,1851,1748,0,51.43,48.57,0,47,9,7,5,0,68,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,"""WINSTON HEIGHTS/MOUNTVIEW""",556750
WILDWOOD,WLD,2019,2709,65,WEST,-114.158538616916,51.0582582476179,2399.40937615356,7.78297789278077,.037,.0741,0,.037,0,0,.4074,.1111,.037,2276.291015625,2293.37915039062,170,125,117,236,464,372,377,441,207,185,6.31,4.64,4.34,8.76,17.22,13.81,13.99,16.37,7.68,6.87,2694,1318,1376,0,48.92,51.08,0,39,4,3,6,0,52,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,WILDWOOD,660500
WINDSOR PARK,WND,2019,4584,201,CENTRE,-114.083552241782,51.0050454439875,4384.8167539267,8.38590311463473,.1905,.0635,0,.127,.0159,.0317,.1905,.1587,.0794,1542.5283203125,1151.94995117187,205,160,246,1046,890,586,317,535,339,248,4.48,3.5,5.38,22.88,19.47,12.82,6.93,11.7,7.41,5.42,4572,2235,2337,0,48.88,51.12,0,11,1,2,8,0,22,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,"""WINDSOR PARK""",224500
WOODLANDS,WOO,2019,6002,131,SOUTH,-114.106159581569,50.9411239780516,2182.60579806731,7.68827476217107,.0833,.1,0,.15,.0167,.0333,.1833,.2,.15,2549.98413085937,5192.58935546875,343,327,294,734,736,744,779,921,804,305,5.73,5.46,4.91,12.26,12.29,12.43,13.01,15.38,13.43,5.09,5987,2943,3044,0,49.16,50.84,0,21,0,0,2,0,23,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,WOODLANDS,435000
WEST SPRINGS,WSP,2019,10758,109,WEST,-114.206170666591,51.0597830991635,1013.19947945715,6.92086840436618,.1304,.1957,0,.087,.0217,0,.2391,.1739,.087,2777.68017578125,4518.95361328125,723,792,411,905,2057,2034,2387,825,439,171,6.73,7.37,3.83,8.42,19.15,18.93,22.22,7.68,4.09,1.59,10744,5274,5444,26,49.09,50.67,.24,50,2,44,32,0,128,.0725,.068,.057,895.35,-.5,29.65,33.05,207946399.7,147266654.325,765,2.77734425264248,886,.0142,1,"""WEST SPRINGS""",635500
